ID,CLASS,Assignment,Company,Address,City,state,zip,country,Gem SQ,Gem Solar,Unnamed: 11,Sq Ft,Industry,Sub Industry,Notes,Geocoded_address,X,Y,Operator,Utility,Est. deal size,Resiliency Need,Owner-occupied?,Unnamed: 24,Unnamed: 25
122,1+,Julia,Barretts Distribution Center,325 Turnpike Rd,Southborough,MA,1772,United States,,,N,"343,611",,,,"325 Turnpike Road, Southborough, Massachusetts, 01772",-71.548,42.2935,,N'Grid,,,,,
123,1-,,"Beacon Roofing Supply, Inc.",1730 Commerce Dr,Bridgeport,CT,6605,,,,N,,Manufacturing,,,"1730 Commerce Dr, Bridgeport, Connecticut, 06605",-73.2164,41.1683,ISO-NE,,Med,Extremely High,,,
124,1,Julia,"Belimo Aircontrols (USA), Inc.",33 Turner Rd,Danbury,CT,6810,,,,Y,"200,000",Manufacturing,,,"33 Turner Rd, Danbury, Connecticut, 06810",-73.5412,41.37771,ISO-NE,,Large,Extremely High,,,
125,1,Yonah,Bender Plumbing Supply of Hartford,155 S Leonard St,Waterbury,CT,6708,,,,N,,Manufacturing,,,"155 S Leonard St, Waterbury, Connecticut, 06708",-73.044,41.54119,ISO-NE,,Med,High,,,
126,1,Julia,Benerofe Properties Corporation,567 S Leonard St,Waterbury,CT,6708,,,,N,-,Manufacturing,,,"567 S Leonard St, Waterbury, Connecticut, 06708",-73.0432,41.53559,ISO-NE,,Med,High,,,
127,1+,Yonah,Benjamin Moore Manufacturing,49 Sumner St,Milford,MA,1757,United States,,,N,"223,016",Manufacturing,,,"49 Sumner Street, Milford, Massachusetts, 01757",-71.5183,42.15015,,N'Grid,,,,,
128,1+,Julia,BentallGreenOak,35 Eastman St,South Easton,MA,2375,United States,,,,,,,,"35 Eastman Street, South Easton, Massachusetts, 02375",-71.1462,42.02481,ISO-NE,N'Grid,,,,,
129,1,Yonah,Berkshire Industrial Corporation,1-21 Prindle Ln,Danbury,CT,6811,,,,N,,Manufacturing,,,"21 Prindle Ln, Danbury, Connecticut, 06811",-73.5155,41.39276,ISO-NE,,Large,Extremely High,,,
130,1+,Yonah,Bernardi Auto Group,200 Homer Ave,Ashland,MA,1721,United States,,,N,,Retail,Automobile Dealers,,-71.458283,-71.4569,42.25555,ISO-NE,Eversource,,,,1.21E+09,www.bernardicars.com
131,1+,Julia,Berner Food & Beverage Distribution Center,5778 Baxter Rd,Rockford,IL,61109,United States,,,N,"675,502",Food and Beverage Distribution,,,"5778 Baxter Rd, Rockford, Illinois, 61109",-89.0027,42.16616,PJM,Comed,,,,,
132,1+,Julia,Berner Food & Beverage HQ,2034 E Factory Rd,Dakota,IL,61018-9736,United States,,,,"316,300",Food Processing,,,"2034 E Factory Rd, Dakota, Illinois, 61018",-89.5735,42.43242,PJM,Comed,,,,,
133,CORE,Julia,Berry Global,1008 Courtaulds Dr,Woodstock,IL,60098,United States,,,N,"148,917",Industrial,,,"1008 Courtaulds Dr, Woodstock, Illinois, 60098",-88.4194,42.30061,PJM,Comed,Med,Low,Yes,,
134,CORE,Julia,Berry Global,1515 Franklin Blvd,Libertyville,IL,60048,United States,,,N,"300,000",Industrial,,,"1515 Franklin Blvd, Libertyville, Illinois, 60048",-88.009,42.30179,PJM,Comed,Large,Low,No,,
135,CORE,Julia,Berry Global,44 O'Neill St,Easthampton,MA,1027,United States,,,N,,Industrial,,,"44 Oneill Street, Easthampton, Massachusetts, 01027",-72.6563,42.28501,ISO-NE,Eversource,Large,Medium,No,,
136,CORE,Julia,Berry Global,34 Engelhard Dr,Monroe Township,NJ,8831,United States,,,N,,Industrial,,,"34 Engelhard Dr, Monroe Township, New Jersey, 08831",-74.4586,40.33137,PJM,JCP&L,,,,,
137,1,Julia,Bimbo Bakeries USA,10 Hamilton Ave,Greenwich,CT,6830,,,,N,"440,000",Manufacturing,,,"10 Hamilton Ave, Greenwich, Connecticut, 06830",-73.6455,41.01018,ISO-NE,,Large,Extremely High,,,
138,1+,Julia,BJ's Wholesale Club,490 Brook St,Rocky Hill,CT,6067,Hartford,,,N,"263,937",Refrigeration/Cold Storage,,,"490 Brook St, Rocky Hill, Connecticut, 06067",-72.6658,41.64211,ISO-NE,,Med,Extremely High,No,,
139,CORE,Julia,Black & Decker,106 Lowland St,Holliston,MA,1746,United States,,,Y,,Industrial,,,"106 Lowland Street, Holliston, Massachusetts, 01746",-71.4125,42.20993,ISO-NE,Eversource,Large,Low,Yes,,
140,CORE,Julia,Black & Decker,65 Scott Swamp Rd,Farmington,CT,6032,Hartford,,,N,,Industrial,,,"65 Scott Swamp Rd, Farmington, Connecticut, 06032",-72.8528,41.70388,ISO-NE,Eversource,Med,Extremely High,Yes,,
141,CORE,Julia,Black & Decker,600 Myrtle St,New Britain,CT,6053,Hartford,,,N,"234,524",Industrial,,,"600 Myrtle St, New Britain, Connecticut, 06053",-72.8005,41.67006,ISO-NE,Eversource,Large,Extremely High,Yes,,
142,1-,,Black Forest Kitchens,330 Myrtle Ave,Bridgeport,CT,6604,,,,N,,Manufacturing,,,"330 Myrtle Ave, Bridgeport, Connecticut, 06604",-73.191,41.16741,ISO-NE,,Med,Extremely High,,,
143,1+,Yonah,"Blackstone Real Estate Income Trust, Inc.",3280 US-Route 206,Bordentown,NJ,8505,United States,,,,"768,750",Distribution,,,"3280 US Highway 206, Bordentown, New Jersey, 08505",-74.7096,40.10352,PJM,PSE&G,,,,,
144,1,Yonah,Blase Manufacturing,60 Watson Blvd,Stratford,CT,6615,,,,N,,Manufacturing,,,"60 Watson Blvd, Stratford, Connecticut, 06615",-73.1557,41.17143,ISO-NE,,Med,Extremely High,,,
145,CORE,Yonah,Bloomingdale's,400 Hackensack Ave,Hackensack,NJ,7601,United States,,,N,,Department Store,,,"400 Hackensack Ave, Hackensack, New Jersey, 07601",-74.03,40.90728,PJM,PSE&G,,,,,
146,1+,Julia,Blount Fine Foods HQ,630 Currant Rd,Fall River,MA,2720,United States,,,,,,,,"630 Currant Road, Fall River, Massachusetts, 02720",-71.1064,41.74175,ISO-NE,N'Grid,,,,,
147,1+,Yonah,Blue Vista,25 Tucker Dr,Leominster,MA,1453,United States,,,,"511,500",Manufacturing,,,"25 Tucker Drive, Leominster, Massachusetts, 01453",-71.7367,42.50035,ISO-NE,N'Grid,,,,,
148,CORE,Julia,BMW Group,200 International Pky,Minooka,IL,60447,United States,,,N,"473,280",Industrial,,,"200 International Pkwy, Minooka, Illinois, 60447",-88.3011,41.45419,PJM,Comed,Med,High,No,,
149,1+,Julia,"Book Enterprises, Llc",867 Pleasant St,Fall River,MA,2723,United States,,,,,,,,"867 Pleasant St, Fall River, Massachusetts, 02723",-71.1421,41.69576,ISO-NE,N'Grid,,,,4.03E+08,
150,1+,Julia,"Book Enterprises, Llc",847 Pleasant St,Fall River,MA,2723,United States,,,,,Retail,"Record, Video & Book Stores",,"847 Pleasant Street, Fall River, Massachusetts, 02723",-71.1408,41.69586,ISO-NE,N'Grid,,,,4.03E+08,www.bookenterprisesllc.com
151,1+,Julia,DuPont,250 Cheesequake Rd,Parlin,NJ,8859,United States,,,Y,"549,938",Manufacturing,,,"250 Cheesequake Rd, Parlin, New Jersey, 08859",-74.3289,40.46196,PJM,JCP&L,Single,,,,
152,CORE,Yonah,Boscov's,Route 35 & Wyckoff Rd,Eatontown,NJ,7724,United States,,,PV,,Department Store,,,"State Highway 35 & Wyckoff Rd, Eatontown, New Jersey, 07724",-74.0531,40.29436,PJM,JCP&L,,,,,
153,1+,Julia,Boston Scientific Customer Fulfillment Center,500 Commander Shea Blvd,Quincy,MA,2171,United States,,,,,,,,"500 Commander Shea Boulevard, Quincy, Massachusetts, 02171",-71.0311,42.29306,ISO-NE,N'Grid,,,,,
154,1+,x,Bozzuto's Inc.,275 Schoolhouse Rd,Cheshire,CT,06410-1241,New Haven,,,,"252,602",Distribution,,,"275 Schoolhouse Rd, Cheshire, Connecticut, 06410",-72.8983,41.54635,ISO-NE,,,,,,
155,1+,x,Bozzuto's Inc.,400 Industrial Ave,Cheshire,CT,06410-1585,New Haven,,,,"986,565",Distribution,,,"400 Industrial Ave, Cheshire, Connecticut, 06410",-72.8989,41.53675,ISO-NE,,,,,,
156,1+,Yonah,Bradford and Bigelow,3 Perkins Way,Newburyport,MA,1950,United States,,,Y,"143,000",Commercial Printing,,,"3 Perkins Way, Newburyport, Massachusetts, 01950",-70.8845,42.79763,ISO-NE,N'Grid,,,,12077797,
157,1+,Julia,Brady Sullivan Properties,34 Forest St,Attleboro,MA,2703,United States,,,,,,,,"34 Forest Street, Attleboro, Massachusetts, 02703",-71.2746,41.94583,ISO-NE,N'Grid,,,,17043200,
158,1+,Yonah,Brandywine Farms Inc,155 Mill Cir,Winchendon,MA,1475,United States,,,,,Agriculture,,,"155 Mill Circle, Winchendon, Massachusetts, 01475",-72.0121,42.69492,ISO-NE,N'Grid,,,,5.14E+08,www.brandywinefarmsinc.com
159,1,Julia,Brescome Barton,80 Defco Park Rd,North Haven,CT,6473,,,,N,"200,000",Warehouse,,,"80 Defco Park Rd, North Haven, Connecticut, 06473",-72.8494,41.41901,ISO-NE,,Med,High,,,
160,1+,Julia,Bridge Industrial,1160 State St,Perth Amboy,NJ,8861,United States,,,,"800,000",Distribution,,,"1160 State St, Perth Amboy, New Jersey, 08861",-74.2638,40.53141,PJM,PSE&G,Multi,,,,
161,1-,,Bridgeport City Of,990 Housatonic Ave,Bridgeport,CT,6606,,,,N,,Manufacturing,,,"990 Housatonic Ave, Bridgeport, Connecticut, 06606",-73.1929,41.19405,ISO-NE,,Med,Extremely High,,,
162,1,Yonah,Bridgeport Fittings Inc.,705 Lordship Blvd,Stratford,CT,6615,,,,N,,Manufacturing,,,"705 Lordship Blvd, Stratford, Connecticut, 06615",-73.1485,41.16889,ISO-NE,,Med,Extremely High,,,
163,1+,Julia,Bristol Myers Squibb,1 Squibb Dr,New Brunswick,NJ,8901,United States,,,,"1,800,000",Manufacturing,,,"1 Squibb Dr, New Brunswick, New Jersey, 08901",-74.4402,40.47132,PJM,PSE&G,Single,,,,
164,1+,Yonah,Brookfield Corporation,27 Otis St,Westborough,MA,1581,United States,,,,,Finance,Venture Capital & Private Equity,,"27 Otis Street, Westborough, Massachusetts, 01581",-71.6436,42.2727,ISO-NE,N'Grid,,,,20107581,www.brookfield.com
165,1+,Julia,Brookfield Properties,515 Monmouth Rd,Jackson Township,NJ,8527,United States,,,,"617,452",Distribution,,,"515 Monmouth Rd, Jackson, New Jersey, 08527",-74.429,40.1566,PJM,JCP&L,,,,,
166,1+,Julia,Brookfield Property Group,20-40 Harry Shupe Blvd,Wharton,NJ,7885,United States,,,,"609,425",Warehouse,,,"40 Harry Shupe Blvd, Wharton, New Jersey, 07885",-74.5755,40.90216,PJM,JCP&L,Single,,,,
167,1+,Yonah,Brooks Brothers,107 Phoenix Ave,Enfield,CT,6082,Hartford,,,,"372,437",Warehouse,,,"107 Phoenix Ave, Enfield, Connecticut, 06082",-72.5822,41.97377,ISO-NE,,,,,,
168,1,Julia,Btysg Equities Llc,150 E Aurora St,Waterbury,CT,6708,,,,N,,Manufacturing,,,"150 E Aurora St, Waterbury, Connecticut, 06708",-73.0571,41.57425,ISO-NE,,Med,High,,,
169,1-,,Buller Family Foundation,55 Andover St,Bridgeport,CT,6605,,,,N,,Manufacturing,,,"55 Andover St, Bridgeport, Connecticut, 06605",-73.2165,41.16503,ISO-NE,,Med,Extremely High,,,
170,1,Yonah,C. Cowles & Company,100 Kenna Dr,North Haven,CT,6473,,,,Y,"226,000",Manufacturing,,,"100 Kenna Dr, North Haven, Connecticut, 06473",-72.8659,41.38101,ISO-NE,,Large,High,,,
171,1+,Julia,Callen Manufacturing Corp HQ,13 Lake St,Northlake,IL,60164,United States,,,,"121,556",Distribution,,,"13 East Lake Street, Northlake, Illinois, 60164",-87.9,41.90114,PJM,Comed,,,,,
172,1+,Julia,Campbell Soup Company,1 Campbell Pl,Camden,NJ,8103,United States,,,,"669,202",Manufacturing,,,"1 Campbell Pl, Camden, New Jersey, 08103",-75.1083,39.93974,PJM,PSE&G,Single,,,,
173,1,Julia,"Canal Street Properties, LLC",34 Canal St,Shelton,CT,6484,,,,N,,Manufacturing,,,"34 Canal St, Shelton, Connecticut, 06484",-73.089,41.3144,ISO-NE,,Large,Extremely High,,,
174,1-,,Capp Associates LLC,315 Peck St,New Haven,CT,6513,,,,N,,Manufacturing,,,"315 Peck St, New Haven, Connecticut, 06513",-72.8997,41.3158,ISO-NE,,Large,High,,,
175,1,Yonah,Capwood Associates,4 Forest Pky,Shelton,CT,6484,,,,N,,Manufacturing,,,"4 Forest Pkwy, Shelton, Connecticut, 06484",-73.1081,41.28596,ISO-NE,,Med,Extremely High,,,
176,1+,Yonah,Caragh Development LLC,89 Globe Mills Ave,Fall River,MA,2724,United States,,,,,,,,"89 Globe Mills Avenue, Fall River, Massachusetts, 02724",-71.1806,41.69191,ISO-NE,N'Grid,,,,,
177,CORE+,Yonah,Cardinal Health,2101 S Waukegan Rd,Waukegan,IL,60085,United States,,,N,"636,355",Distribution,,,"2101 Waukegan Rd, Waukegan, Illinois, 60085",-87.8954,42.3217,PJM,Comed,,,,,
178,CORE+,Yonah,Cardinal Health,24101 S Bradley St,Channahon,IL,60410,United States,,,N,"998,000",Warehouse,,,"24101 S Bradley St, Channahon, Illinois, 60410",-88.194,41.4432,PJM,Comed,,,,,
179,CORE,Yonah,Cardinal Health,24101 S Frontage Rd,Channahon,IL,60410,United States,,,N,"1,000,110",Industrial,,,"24101 S Frontage Rd, Channahon, Illinois, 60410",-88.1944,41.43855,PJM,Comed,Large,High,No,,
180,CORE,Yonah,Cardinal Health,100-120 Raritan Center Pky,Edison,NJ,8837,United States,,,N,,Industrial,,,"120 Raritan Center Pkwy, Edison, New Jersey, 08837",-74.3388,40.51935,PJM,PSE&G,,,,,
181,CORE,Yonah,Cargill,12201 S Torrence Ave,Chicago,IL,60617,United States,,,N,"300,000",Industrial,,,"12201 South Torrence Avenue, Chicago, Illinois, 60617",-87.5592,41.67547,PJM,Comed,Large,Low,Yes,,
182,1+,Julia,Cascades,130 Inland Rd,Jewett City,CT,6351,New London,,,,"244,000",Manufacturing,,,"130 Inland Rd, Lisbon, Connecticut, 06351",-72.0366,41.60873,ISO-NE,,,,,,
183,1,Julia,Cascades Auburn Fiber,32 Schoolhouse Hill Rd,Newtown,CT,6470,,,,N,,Manufacturing,,,"32 Schoolhouse Hill Rd, Newtown, Connecticut, 06470",-73.3025,41.42146,ISO-NE,,Med,Extremely High,,,
184,1,Yonah,CCI Logisitics,718 N Colony Rd,Wallingford,CT,6492,,,,N,"200,000",Manufacturing,,,"718 N Colony Rd, Wallingford, Connecticut, 06492",-72.8142,41.4738,ISO-NE,,Large,High,,,
185,1+,Yonah,Cedar's Mediterranean Foods,"50 Foundation Avenue, Haverhill, MA, 01835, USA",Haverhill,MA,1835,United States,,,,"162,000",Manufacturing,Food,,"50 Foundation Avenue, Haverhill, Massachusetts, 01835",-71.1195,42.76473,ISO-NE,N'Grid,,,,,
186,1+,Julia,Central Ave Real Estate LLC,Central Ave,Kearny,NJ,7032,United States,,,,"576,870",Warehouse,,,"Central Ave, Kearny, New Jersey, 07032",-74.1099,40.72944,PJM,PSE&G,Single,,,,
187,CORE,Julia,CEVA Logistics,2050 Cornell Ave,Melrose Park,IL,60160,United States,,,N,"509,000",Industrial,,,"2050 N Cornell Ave, Melrose Park, Illinois, 60160",-87.8764,41.91187,PJM,Comed,Med,Low,No,,
188,1,Julia,CFA Laser,269 S Lambert Rd,Orange,CT,6477,,,,N,,Manufacturing,,,"269 S Lambert Rd, Orange, Connecticut, 06477",-73.005,41.26118,ISO-NE,,Med,High,,,
189,1+,Yonah,Cheer Pack,1 United Dr,West Bridgewater,MA,2720,United States,,,Y,,,,,"1 United Drive, West Bridgewater, Massachusetts, 02379",-71.0548,42.01837,ISO-NE,N'Grid,,,,,
190,1+,Julia,Cheese Merchants,1301 Schiferl Rd,Bartlett,IL,60103,United States,,,N,"291,752",Cheese warehouse,,Facility #2,"1301 Schiferl Rd, Bartlett, Illinois, 60103",-88.224,41.97762,PJM,Comed,,,,,
191,1+,Julia,Cheese Merchants,2595 Enterprise Cir,West Chicago,IL,60185,United States,,,N,"306,387",Cheese warehouse,,Facility #1,"2595 Enterprise Cir, West Chicago, Illinois, 60185",-88.2564,41.86586,PJM,Comed,,,,,
192,1+,Yonah,Chicago Tube and Iron Company HQ,1 Chicago Tube Dr,Romeoville,IL,60446-2201,United States,,,N,"363,000",Manufacturing,,,"1 W Chicago Tube Dr, Romeoville, Illinois, 60446",-88.1047,41.61291,PJM,Comed,,,,,
193,1-,,City Of Ansonia,35 N Main St,Ansonia,CT,6401,,,,N,,Manufacturing,,,"35 Main St, Ansonia, Connecticut, 06401",-73.0796,41.34632,ISO-NE,,Large,High,,,
194,1-,,Clancy-Cullen Moving & Storage Company,101 S Main St,Newtown,CT,6470,,,,N,,Manufacturing,,,"101 S Main St, Newtown, Connecticut, 06470",-73.2911,41.39305,ISO-NE,,Med,Extremely High,,,
195,1+,Julia,Clarion Partners,1900 River Rd,Burlington,NJ,8016,United States,,,,"845,280",Other Industrial,,,"1900 River Rd, Burlington, New Jersey, 08016",-74.8211,40.11023,PJM,PSE&G,,,,,
196,1+,Julia,Clarion Partners,48 Station Rd,Cranbury,NJ,8512,United States,,,,"930,030",Distribution,,,"48 Station Rd, Cranbury, New Jersey, 08512",-74.5074,40.30633,PJM,PSE&G,Single,,,,
197,1+,Julia,Clarion Partners,1000 Riverside Dr,Keasbey,NJ,8832,United States,,,PV,"697,500",Warehouse,,,"1000 Riverside Dr, Keasbey, New Jersey, 08832",-74.3157,40.51922,PJM,PSE&G,Multi,,,,
198,1+,Julia,Clarion Partners,888 Doremus Ave,Newark,NJ,7114,United States,,,,"500,000",Warehouse,,,"888 Doremus Ave, Newark, New Jersey, 07114",-74.1362,40.70315,PJM,PSE&G,Multi,,,,
199,CORE,Yonah,Cleveland-Cliffs,13500 S Perry Ave,Riverdale,IL,60827,United States,,,N,"894,894",Industrial,,,"13500 Perry Avenue, Riverdale, Illinois, 60827",-87.6247,41.65019,PJM,Comed,Large,Low,No,,
200,1+,Yonah,Clorox,2400 Dralle Rd,University Park,IL,60484,United States,,,N,"1,349,000",Warehouse/Distribution,,,"2400 W Dralle Rd, University Park, Illinois, 60484",-87.7363,41.44172,PJM,Comed,,,,,
201,1+,Julia,CMC Materials Electronic Materials,845 Enterprise Dr,Aurora,IL,60504,United States,,,,"175,000",Manufacturing,,,"845 Enterprise St, Aurora, Illinois, 60504",-88.2268,41.77236,PJM,Comed,,,,,
202,CORE,Yonah,Coca-Cola,45 Industrial Dr,Northampton,MA,1060,United States,,,N,,Industrial,,,"45 Industrial Drive, Northampton, Massachusetts, 01060",-72.6283,42.3329,ISO-NE,N'Grid,Large,Medium,Yes,,
203,CORE,Yonah,Coca-Cola,359 Ellington Rd,South Windsor,CT,6074,Hartford,,,N,"200,000",Industrial,,,"359 Ellington Rd, South Windsor, Connecticut, 06074",-72.6052,41.8075,ISO-NE,Eversource,0,Extremely High,No,,
204,CORE,Yonah,Coca-Cola,100 Print Shop Rd,Enfield,CT,6082,Hartford,,,N,,Industrial,,,"100 Print Shop Rd, Enfield, Connecticut, 06082",-72.5201,42.0075,ISO-NE,Eversource,Med,Extremely High,No,,
205,CORE,Yonah,Coca-Cola,451 Main St,East Hartford,CT,6118,Hartford,,,N,"398,119",Industrial,,,"451 Main St, East Hartford, Connecticut, 06118",-72.6418,41.75426,ISO-NE,Eversource,Large,Extremely High,Yes,,
206,1+,Yonah,Cohen Asset Management Inc,145 Talmadge Rd,Edison,NJ,8817,United States,,,PV,"655,407",Warehouse,,,"145 Talmadge Rd, Edison, New Jersey, 08817",-74.3943,40.534,PJM,PSE&G,Multi,,,,
207,1+,Julia,Collins Aerospace,4747 Harrison Ave,Rockford,IL,61108,United States,,,N,"516,703",Aerospace Manufacturing,,,"4747 Harrison Ave, Rockford, Illinois, 61108",-89.0257,42.23822,PJM,Comed,,,,,
208,1+,Julia,Collins Aerospace,100 Wooster Heights Rd,Danbury,CT,6810,Fairfield,,,,"478,816",Manufacturing,,,"100 Wooster Hgts Rd, Danbury, Connecticut, 06810",-73.4713,41.37216,ISO-NE,,,,,,
209,1+,Yonah,Colony Display,601 Kingsland Dr,Batavia,IL,60510,United States,,,N,"501,642",Warehouse,,,"601 Kingsland Dr, Batavia, Illinois, 60510",-88.2876,41.85598,PJM,Comed,,,,,
210,1+,Yonah,"Colony Display, LLC",239 Spitzer Rd,Bartlett,IL,60103,United States,,,N,"450,431",Manufacturing warehouse,,,"239 Spitzer Rd, Bartlett, Illinois, 60103",-88.2278,41.9905,PJM,Comed,,,,,
211,1+,Julia,Colt Defense LLC,545-547 New Park Ave,West Hartford,CT,6110,Hartford,,,,"310,000",Manufacturing,,,"545 New Park Ave, West Hartford, Connecticut, 06110",-72.721,41.73716,ISO-NE,,,,,,
212,1+,Yonah,Columbus Vegetable Oil,30 E Oakton Ave,Des Plaines,IL,60018-1945,United States,,,,"292,100",Manufacturing,,,"30 East Oakton Street, Des Plaines, Illinois, 60018",-87.9196,42.02305,PJM,Comed,,,,,
213,1+,Julia,CONN AIRPORT AUTHORITY,30 Hamilton Rd,Windsor Locks,CT,6096,Hartford,,,,"250,240",Warehouse,,,"30 Hamilton Rd, Windsor Locks, Connecticut, 06096",-72.6844,41.91902,ISO-NE,,,,,,
214,1,Julia,"Connecticut Distributors, Inc",333 Lordship Blvd,Stratford,CT,6615,,,,Y,,Manufacturing,,,"333 Lordship Blvd, Stratford, Connecticut, 06615",-73.1537,41.17126,ISO-NE,,Med,Extremely High,,,
215,1+,Julia,Connecticut Pharmaceutical Solutions,280 Dividend Rd,Rocky Hill,CT,6067,Hartford,,,,"200,000",Distribution,,,"280 Dividend Rd, Rocky Hill, Connecticut, 06067",-72.632,41.64886,ISO-NE,,,,,,
216,1+,Yonah,CoorsTek Inc,5 Norton Dr,Worcester,MA,1606,United States,,,,"107,400",Manufacturing,Glass & Clay,,"5 Norton Drive, Worcester, Massachusetts, 01606",-71.805,42.30087,ISO-NE,N'Grid,,,,9552482,www.coorstek.com
217,1+,Julia,Corey Steel Co,2800 S 61st Ct,Cicero,IL,60804-3051,United States,,,,"340,000",Manufacturing,,,"2800 South 61St Court, Cicero, Illinois, 60804",-87.777,41.83869,PJM,Comed,,,,,
218,1+,Yonah,Cornell Dubilier,1605-1607 E Rodney French Blvd,New Bedford,MA,2744,United States,,,,,Manufacturing,Electronics,,"1605 E Rodney French Blvd, New Bedford, Massachusetts, 02744",-70.9096,41.6134,ISO-NE,Eversource,,,,56873610,www.cde.com
219,1+,Julia,"Cornerstone Properties, Inc.",3 Chirnside Rd,Windsor Locks,CT,6096,Hartford,,,,"384,510",Warehouse,,,"3 Chirnside Rd, Windsor Locks, Connecticut, 06096",-72.6647,41.93294,ISO-NE,,,,,,
220,1,Yonah,Cornerstone Realty Inc.,562 Captain Neville Dr,Waterbury,CT,6705,,,,N,,Manufacturing,,,"562 Captain Neville Dr, Waterbury, Connecticut, 06705",-72.9686,41.53718,ISO-NE,,Med,High,,,
221,1,Yonah,Cornerstone Realty Inc.,237 E Aurora St,Waterbury,CT,6708,,,,N,,Manufacturing,,,"237 E Aurora St, Waterbury, Connecticut, 06708",-73.0589,41.57189,ISO-NE,,Med,High,,,
222,CORE,Julia,Costco,1324 S Route 59,Naperville,IL,60564,United States,,,N,"300,000",Retail,,,"1324 S Route 59, Naperville, Illinois, 60564",-88.2058,41.74475,PJM,Comed,Med,Low,Yes,,
223,CORE,Julia,Costco,1375 N Meacham Rd,Schaumburg,IL,60173,United States,,,N,"300,000",Retail,,,"1375 North Meacham Road, Schaumburg, Illinois, 60173",-88.045,42.0554,PJM,Comed,Med,Low,Unclear,,
224,CORE,Julia,Costco,1430 S Ashland Ave,Chicago,IL,60608,United States,,,N,"300,000",Retail,,,"1430 S Ashland Ave, Chicago, Illinois, 60608",-87.6673,41.86249,PJM,Comed,Med,Low,No,,
225,CORE,Julia,Costco,16261 S Boulevard Pl,Plainfield,IL,60586,United States,,,N,"178,803",Retail,,,"16261 S Boulevard Pl, Plainfield, Illinois, 60586",-88.1706,41.58804,PJM,Comed,Med,High,Yes,,
226,CORE,Julia,Costco,1901 W 22nd St,Oak Brook,IL,60523,United States,,,N,"257,974",Retail,,,"1901 W 22nd St, Oak Brook, Illinois, 60523",-87.9661,41.84626,PJM,Comed,Med,Low,Yes,,
227,CORE,Julia,Costco,221 S Randall Rd,St Charles,IL,60174,United States,,,N,"509,000",Retail,,,"221 S Randall Rd, Saint Charles, Illinois, 60174",-88.3401,41.9093,PJM,Comed,Med,Low,Yes,,
228,CORE,Julia,Costco,250 Randall Rd,Lake In The Hills,IL,60156,United States,,,N,"509,000",Retail,,,"250 N Randall Rd, Lake In The Hills, Illinois, 60156",-88.3392,42.17904,PJM,Comed,Med,Low,No,,
229,CORE,Julia,Costco,2500 Harlem Ave,Riverside,IL,60546,United States,,,N,"509,000",Retail,,,"2500 Harlem Avenue, Riverside, Illinois, 60546",-87.8036,41.84492,PJM,Comed,Med,Low,Yes,,
230,CORE,Julia,Costco,25901 N Riverwoods Rd,Mettawa,IL,60045,United States,,,N,"509,000",Retail,,,"25901 N Riverwoods Rd, Mettawa, Illinois, 60045",-87.9043,42.23673,PJM,Comed,Med,Low,Yes,,
231,CORE,Julia,Costco,2746 N Clybourn Ave,Chicago,IL,60614,United States,,,N,"509,000",Retail,,,"2746 North Clybourn Avenue, Chicago, Illinois, 60614",-87.6763,41.93066,PJM,Comed,Med,Low,Yes,,
232,CORE,Julia,Costco,2900 Patriot Blvd,Glenview,IL,60026,United States,,,N,"509,000",Retail,,,"2900 Patriot Boulevard, Glenview, Illinois, 60026",-87.8218,42.10688,PJM,Comed,Med,Low,Yes,,
233,CORE,Julia,Costco,5000 Stadium Dr,Loves Park,IL,61111,United States,,,N,"199,209",Supermarket,,,"5000 Stadium Dr, Loves Park, Illinois, 61111",-88.9601,42.32112,PJM,Comed,Med,Medium,Yes,,
234,CORE,Julia,Costco,7280 N Lisbon Rd,Morris,IL,60450,United States,,,N,"104,700",Refrigeration/Cold Storage,,,"7280 Lisbon Rd, Morris, Illinois, 60450",-88.437,41.38917,PJM,Comed,Med,Medium,Yes,,
235,CORE,Julia,Costco,7300 S Cicero Ave,Bedford Park,IL,60629,United States,,,N,"104,700",Retail,,,"7300 S Cicero Ave, Chicago, Illinois, 60629",-87.7419,41.76008,PJM,Comed,Med,Low,Yes,,
